,title,genre,rating,description,votes,tiers,anger,disgust,fear,joy,neutral,sadness,surprise,genre_list,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
8372,She-Ra and the Princesses of Power,"Animation, Action, Adventure",7.9,"Glimmer sends Adora, Perfuma, Bow and Huntara to retrieve Mara's ship, but the Horde beats them to it. Catra meets Double Trouble, a shapeshifter.",996.0,8.0,0.4701896,0.21308424,0.027469175,0.002562595,0.11420371,0.165629,0.006861728,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8373,She-Ra and the Princesses of Power,"Animation, Action, Adventure",7.7,"The village of Elberon throws a party for Adora, Bow and Swift Wind. A village girl named Flutterina helps when the Horde springs another trap.",988.0,8.0,0.07337984,0.439633,0.016669873,0.027464714,0.41833755,0.019626165,0.00488898,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8374,The Sinner,"Crime, Drama, Mystery",7.0,Ambrose investigates Jamie's past; Leela gives birth as Jamie's anxiety reaches a breaking point.,1703.0,7.0,0.005017322,0.002753691,0.95664394,0.001836744,0.021018485,0.010247245,0.002482468,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8375,Snowpiercer,"Action, Drama, Sci-Fi",8.2,"Melanie fights for survival in treacherous conditions, vying to do what others before her could not.",1472.0,9.0,0.006902971,0.002443129,0.94885284,0.002582938,0.028791705,0.00805548,0.002370988,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8376,Snowpiercer,"Action, Drama, Sci-Fi",7.2,Layton and Till investigate the murders. Wilford leads Miss Audrey down a dark path.,988.0,8.0,0.009649762,0.043384593,0.6435353,0.001685175,0.05479596,0.23871726,0.008231974,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8377,Snowpiercer,"Action, Drama, Sci-Fi",7.7,"An engineering catastrophe on Snowpiercer forces Layton to make a difficult choice, one that might cost him everything.",1108.0,8.0,0.010417458,0.006484575,0.93722576,0.001423656,0.02102607,0.018508634,0.004913854,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8378,Snowpiercer,"Action, Drama, Sci-Fi",7.7,Those who are close with Layton grow anxious to learn their fates; Josie tests her newfound ability.,1012.0,8.0,0.006653315,0.004714395,0.89271003,0.00413819,0.07899279,0.005703217,0.007088087,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8379,Snowpiercer,"Action, Drama, Sci-Fi",8.1,"As the train approaches Melanie's retrieval point, Layton leads a furious attempt to try and pick her up but not without some sacrifices.",1210.0,9.0,0.9718162,0.007014177,0.004086332,0.000561199,0.0117795,0.002881992,0.00186057,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8380,Ghost in the Shell SAC_2045,"Animation, Action, Crime",6.2,"The United States, 2045. Working as mercenaries, the Major and her team, including newbie Stan, defend a gated town from outlaws. Togusa takes a call.",162.0,7.0,0.03853551,0.05830523,0.01381047,0.04819717,0.764758,0.071632095,0.00476155,"['Animation', 'Action', 'Crime']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8381,Snowpiercer,"Action, Drama, Sci-Fi",7.5,"An exchange is made between the two trains, but a greater revelation might be just over the horizon.",1227.0,8.0,0.013497665,0.01953483,0.037288025,0.016599255,0.51526886,0.015836077,0.38197532,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8382,Snowpiercer,"Action, Drama, Sci-Fi",7.5,"Melanie embarks on her most dangerous mission yet, while Layton reckons with his personal choices.",1149.0,8.0,0.65106666,0.04097729,0.19049981,0.003302458,0.1005021,0.01028682,0.00336495,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8383,Snowpiercer,"Action, Drama, Sci-Fi",7.1,"As the Big Alice crew are granted shore leave on Snowpiercer, Layton and Wilford have differing opinions on the future.",1096.0,8.0,0.008733041,0.005462498,0.003240669,0.14777261,0.8044357,0.021227324,0.009128249,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8384,Explained,Documentary,7.5,Explained looks at how computer code now controls how we live. It looks at how computer code is pervasive in how it effects our lives. It looks at the development of machine code first in ...                See full summary »,331.0,8.0,0.118717104,0.071911104,0.1885331,0.038172454,0.4135144,0.05888604,0.1102658,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8385,The Politician,"Comedy, Drama",7.8,"As Astrid pumps Payton for details about their long-ago dalliance, Hadassah hatches a cover-up for Dede, and McAfee seeks a healthier work-life balance.",518.0,8.0,0.009764741,0.018116882,0.001883849,0.027559921,0.90785104,0.03160251,0.003221062,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8386,The Politician,"Comedy, Drama",7.8,Payton scrambles to salvage his campaign when he suffers a credibility crisis over a compromising photo and his commitment to fixing climate change.,515.0,8.0,0.07841035,0.11204592,0.1959643,0.004101296,0.3272456,0.27529725,0.00693526,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,The Politician,"Comedy, Drama",8.6,"On Election Day, a mother and daughter argue over whether Payton and Dede is the better pick, motivating each to spend time with her chosen candidate.",584.0,9.0,0.14040233,0.43652335,0.004273104,0.017329475,0.38691244,0.008145214,0.006413946,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8388,The Politician,"Comedy, Drama",8.0,A shocking ballot-box twist positions Payton at a moral and ethical crossroads that could define the rest of his political career and life.,473.0,8.0,0.024723629,0.035638906,0.29485616,0.014016261,0.05655717,0.007774344,0.5664336,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8389,The Politician,"Comedy, Drama",8.3,"With the senate race up for grabs, Payton and Dede prepare for an unconventional showdown, but a last-minute decision suddenly changes everything.",559.0,9.0,0.028391045,0.005091018,0.068230994,0.004855815,0.08657636,0.004493909,0.8023608,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8390,Snowpiercer,"Action, Drama, Sci-Fi",7.2,"Layton and Miss Audrey make a risky play for Big Alice, but Wilford has his own plans.",1019.0,8.0,0.013695648,0.010396144,0.06311323,0.005433915,0.88956714,0.011784978,0.006008974,"['Action', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8391,The Stranded,"Adventure, Drama, Mystery",7.0,"Privileged students party and prepare to part ways when a powerful tsunami slams into their island. Weeks later, hope of a rescue starts to slip away.",74.0,7.0,0.025466729,0.06316141,0.37971145,0.007423608,0.47297466,0.045501698,0.005760453,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8392,Good Girls,"Comedy, Crime, Drama",7.7,A desperate Beth does everything she can to stay alive while dealing with the unexpected challenges of being a boss and finds help in the least likely of places.,428.0,8.0,0.013582597,0.010650233,0.44124416,0.004656883,0.14059663,0.36502722,0.02424218,"['Comedy', 'Crime', 'Drama']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8393,Stranger Things,"Drama, Fantasy, Horror",8.1,A plane brings Mike to California -- and a dead body brings Hawkins to a halt. Nancy goes looking for leads. A shaken Eddie tells the gang what he saw.,18101.0,9.0,0.004840405,0.004607347,0.93842036,0.000629295,0.008231864,0.010078335,0.033192426,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8394,Stranger Things,"Drama, Fantasy, Horror",8.3,"Murray and Joyce fly to Alaska, and El faces serious consequences. Robin and Nancy dig up dirt on Hawkins' demons. Dr. Owens delivers sobering news.",17417.0,9.0,0.011695069,0.023286635,0.08107991,0.003156444,0.07944449,0.795561,0.005776425,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8395,Stranger Things,"Drama, Fantasy, Horror",9.4,"Max is in grave danger - and running out of time. A patient at Pennhurst asylum has visitors. Elsewhere, in Russia, Hopper is hard at work.",32816.0,10.0,0.005582238,0.004224101,0.9447425,0.001238871,0.01952599,0.021454712,0.003231573,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8396,Stranger Things,"Drama, Fantasy, Horror",8.1,"Owens takes El to Nevada, where she's forced to confront her past, while the Hawkins kids comb a crumbling house for clues. Vecna claims another victim.",16606.0,9.0,0.046537485,0.16890977,0.045439243,0.002720587,0.29862693,0.4206632,0.017102778,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8397,Stranger Things,"Drama, Fantasy, Horror",8.5,"Behind the Iron Curtain, a risky rescue mission gets underway. The California crew seeks help from a hacker. Steve takes one for the team.",16937.0,9.0,0.02156403,0.011037933,0.17119731,0.02002369,0.74000615,0.009254739,0.026916202,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8398,Stranger Things,"Drama, Fantasy, Horror",9.6,"As Hopper braces to battle a monster, Dustin dissects Vecna's motives -- and decodes a message from beyond. El finds strength in a distant memory.",36276.0,10.0,0.0128287,0.035840914,0.083287776,0.009095526,0.79594016,0.057034455,0.00597249,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8399,Stranger Things,"Drama, Fantasy, Horror",8.6,"Nancy has sobering visions, and El passes an important test. Back in Hawkins, the gang gathers supplies and prepares for battle.",18702.0,9.0,0.013359237,0.056510407,0.021216746,0.031256344,0.7998814,0.074224055,0.00355181,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,The Salisbury Poisonings,"Drama, History, Thriller",7.5,4 March 2018. Emergency services descend on Salisbury's city centre where they find Sergei and Yulia Skripal unconscious on a park bench.,310.0,8.0,0.007544214,0.07679402,0.58074844,0.001815492,0.045523457,0.24896556,0.038608767,"['Drama', 'History', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8401,The Salisbury Poisonings,"Drama, History, Thriller",7.2,"Several months later, Charlie fatefully rummages through a charity bin and finds what looks like a perfume bottle - but is actually a container full of Novichok.",276.0,8.0,0.020489035,0.15503,0.041459277,0.004214993,0.30780402,0.13525343,0.3357493,"['Drama', 'History', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8402,The Salisbury Poisonings,"Drama, History, Thriller",7.1,"Tracy, whose life had just begun to revert to normal, is devastated, and the team race to work out what has been missed, and how to make Salisbury safe again.",248.0,8.0,0.001173122,0.001699564,0.001331495,0.0015253,0.00636191,0.9838927,0.004015964,"['Drama', 'History', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8403,The Dragon Prince,"Animation, Action, Adventure",8.4,"To cross into Xadia, Rayla and Callum must find a way past a fearsome dragon who was blinded in a battle with a human.",557.0,9.0,0.08213996,0.020739978,0.8492219,0.002607243,0.03692979,0.004524063,0.003837034,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Vagabond,"Action, Mystery, Thriller",8.6,Dal Geon and Hae Ri make contact with Jae Shik. Jessica and Yoon Han Gi see a big win at the National Assembly. Tae Woong undergoes scrutiny.,135.0,9.0,0.014244746,0.009213174,0.018072607,0.71839625,0.20173173,0.026888793,0.011452638,"['Action', 'Mystery', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8405,Vagabond,"Action, Mystery, Thriller",9.3,The plan to get Woo Gi safely to the courthouse takes an unanticipated turn and throws the Blue House into panic mode.,187.0,10.0,0.002590193,0.000749393,0.983217,0.001417497,0.005863541,0.001446242,0.004716087,"['Action', 'Mystery', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8406,Avatar: The Last Airbender,"Animation, Action, Adventure",9.5,Both Aang and Zuko must learn the history of how the war began. Zuko learns a secret about his great-grandfather's past.,4740.0,10.0,0.021190448,0.060219646,0.03507761,0.004481584,0.82569,0.040823244,0.01251747,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,The Serpent,"Crime, Drama, Thriller",7.4,Marie-Andrée Leclerc leaves her life behind for the love of Charles Sobhraj but discovers the chilling cost. Herman vows to investigate the murders of the Dutch couple.,916.0,8.0,0.026265139,0.061375335,0.8070615,0.003350389,0.020382386,0.075815655,0.00574971,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8408,The Serpent,"Crime, Drama, Thriller",8.0,"Young Frenchman Dominique Renelleau tries to escape Charles Sobhraj's terrifying lair. As he listens to Nadine and Remi's testimony, Herman realises the scale of Charles's crimes.",903.0,8.0,0.003634044,0.002785965,0.9831291,0.000826891,0.004911519,0.001863916,0.002848537,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8409,The Serpent,"Crime, Drama, Thriller",7.7,"Charles embarks on a terrifying trail of destruction in Nepal, while Nadine helps Herman gather the final evidence he needs for the police to act.",816.0,8.0,0.0023395,0.00186737,0.98658335,0.000774508,0.004301351,0.001196208,0.002937732,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8410,The Serpent,"Crime, Drama, Thriller",7.8,"Herman and Charles engage in an exhausting battle of wits as Herman continues to pile pressure on the Thai police to prosecute the suspects, while Charles perfects his escape plan.",802.0,8.0,0.26989287,0.08117717,0.013582055,0.008953895,0.5950653,0.025493838,0.00583482,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8411,The Serpent,"Crime, Drama, Thriller",7.5,"The fallout from Gautier's escape threatens Herman's diplomatic career. Charles attempts to set up business in France, a place that holds powerful memories for him.",750.0,8.0,0.023207625,0.008264028,0.93380344,0.003181069,0.008459962,0.021613527,0.001470486,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8412,The Serpent,"Crime, Drama, Thriller",7.8,"Charles and Marie-Andrée arrive in Paris and attempt to set up a new life. Meanwhile, Herman makes a dangerous gamble in his investigation which finally brings a breakthrough.",724.0,8.0,0.17917642,0.012838893,0.54082954,0.0240754,0.21712722,0.01943103,0.006521485,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8413,Hi Score Girl,"Animation, Comedy, Romance",7.8,"Moemi has pushed Akira to excel her whole life, but all she cared about was arcade games. She still likes games, but she also likes Haruo.",59.0,8.0,0.021858597,0.050201613,0.001631994,0.0877846,0.77157485,0.051163398,0.015784917,"['Animation', 'Comedy', 'Romance']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8414,Dynasty,Drama,7.8,Dominique presents Fallon with a business proposition; Blake and Cristal focus on the trial.,433.0,8.0,0.007884133,0.004995852,0.002749769,0.06726855,0.8870797,0.00693062,0.023091426,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,The Umbrella Academy,"Action, Adventure, Comedy",8.5,A desperate Five concocts a risky plan to intercept another version of himself. The FBI tortures Vanya. Diego discovers what causes the apocalypse.,3734.0,9.0,0.34509668,0.25847974,0.1567492,0.004434847,0.17298506,0.05374108,0.008513371,"['Action', 'Adventure', 'Comedy']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8416,The Umbrella Academy,"Action, Adventure, Comedy",8.7,"As the Fives plot against each other, one of the siblings makes a big sacrifice to help Vanya. Plus, Lila learns the truth about her parents.",3929.0,9.0,0.23083349,0.3579973,0.006992473,0.041227423,0.33197582,0.027673088,0.003300386,"['Action', 'Adventure', 'Comedy']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Johnny Test,"Animation, Action, Adventure",5.8,Susan agrees to do all of Johnny's math homework for a month if he will agree to keep Bling-Bling away from her. Johnny & Dukey want $5000 to buy a new HDTV to watch Mega-Battle-Wrestling 9.,32.0,6.0,0.06360218,0.019008283,0.002595584,0.055960715,0.7707912,0.06094388,0.027098237,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,Virgin River,"Drama, Romance",7.6,Jack asks Mel for help when Charmaine experiences a complication in her pregnancy. Hope insists that Doc keep their relationship a secret.,497.0,8.0,0.017435178,0.025221499,0.15115371,0.006619206,0.3657703,0.4167515,0.017048595,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8419,Virgin River,"Drama, Romance",7.4,Mel endeavours to help an uncooperative Charmaine get hydrated while thinking about what transpired with Jack. Calvin offers Brady a new job.,425.0,8.0,0.010471324,0.004121854,0.001484997,0.48227212,0.39496303,0.06800327,0.038683347,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8420,Virgin River,"Drama, Romance",7.6,"Despite Mel's efforts, Charmaine's stay at Hope's house gets off to a rocky start. A situation involving Paige's past intensifies unexpectedly.",481.0,8.0,0.07126042,0.011363974,0.18565013,0.004707998,0.05424804,0.6088525,0.06391696,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8421,Virgin River,"Drama, Romance",7.4,"The town attends the annual picnic where residents engage in friendly competition, romantic tiffs and - as far as Mel is concerned - too much gossip.",419.0,8.0,0.008366696,0.04547374,0.000694564,0.7289639,0.19983706,0.009002036,0.007662013,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8422,Virgin River,"Drama, Romance",7.4,Jack's war memories haunt him when he reunites with his Marine friends. Mel struggles to handle conflict with her sister-in-law.,393.0,8.0,0.010737317,0.17972943,0.6214737,0.002926516,0.04466773,0.13466612,0.005799074,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8423,Grace and Frankie,Comedy,7.6,"While Frankie retrieves the cash, Grace and Nick discuss their marriage at his arraignment. Joan-Margaret hatches a plan for laundering the money.",347.0,8.0,0.20995057,0.31509498,0.06901443,0.011193829,0.34165755,0.046919294,0.006169302,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,Jamtara: Sabka Number Ayega,Crime,7.4,"The successful phishing scams of Rocky, Sunny and their friends pique a corrupt local politician's interest. Tension brews between Rocky and Sunny.",158.0,8.0,0.33412957,0.28548393,0.005621791,0.011414557,0.3286936,0.028509567,0.006146909,['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,13 Reasons Why,"Drama, Mystery, Thriller",5.1,Clay is forced to confront his anxiety on the senior camping trip as a suspicious email threatens to turn the friends against each other.,1868.0,6.0,0.00663025,0.001619433,0.97774684,0.000928643,0.008144642,0.0021912,0.00273894,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8426,The Dragon Prince,"Animation, Action, Adventure",8.3,"At his first High Council meeting, King Ezran faces a flurry of difficult decisions. Rayla guides Callum through a wonderland of magical creatures.",525.0,9.0,0.025855567,0.005335199,0.48127332,0.106279366,0.21293414,0.003094517,0.16522788,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Super Monsters,"Animation, Adventure, Comedy",4.8,"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday.",68.0,5.0,0.009960382,0.003231179,0.006837535,0.04214369,0.71724665,0.1015786,0.119002,"['Animation', 'Adventure', 'Comedy']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,Anne with an E,"Drama, Family",9.5,Anne steps into the next chapter of her life.,2488.0,10.0,0.010638967,0.015981134,0.5564577,0.04006073,0.3073533,0.050037034,0.019471107,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8429,The Dragon Prince,"Animation, Action, Adventure",8.5,"Rayla returns home to an alarming discovery, the Sunfire elves decide Amaya's fate, and Claudia confronts her father.",529.0,9.0,0.006502319,0.002456074,0.9476442,0.001762232,0.010860992,0.002311948,0.028462289,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8430,The Boondocks,"Animation, Action, Comedy",8.7,"Granddad takes the kids to the movies but has to sneak them in since he refuses to pay the exorbitant prices. Huey tries to sabotage the film, but Uncle Ruckus tries to stop him.",387.0,9.0,0.86072123,0.05321822,0.006247966,0.001702739,0.052827958,0.022401992,0.002879975,"['Animation', 'Action', 'Comedy']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,The Dragon Prince,"Animation, Action, Adventure",8.3,"A mysterious stranger offers Rayla, Callum and Zym a ride across the Midnight Desert. With Katolis in danger, Ezran makes a startling announcement.",522.0,9.0,0.004730148,0.001299564,0.93608487,0.002448105,0.010654637,0.002617864,0.042164832,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,Lucifer,"Crime, Drama, Fantasy",8.7,"After a famous DJ is killed on stage, Chloe searches for the killer while Lucifer tries to keep his jealousy over an ex-flame in check. Amenadiel learns about parenthood. Dan finds out something disturbing.",3832.0,9.0,0.03307013,0.6160575,0.07894175,0.001494718,0.012913462,0.24974145,0.007781056,"['Crime', 'Drama', 'Fantasy']",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,The Dragon Prince,"Animation, Action, Adventure",8.6,"Rayla and Callum race across the desert to find Nyx. As Katolis prepares for war, Ezran gets help from an unlikely source.",540.0,9.0,0.013073486,0.003673977,0.48285612,0.010991354,0.40112567,0.024551746,0.063727714,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Hi Score Girl,"Animation, Comedy, Romance",7.1,"Completely oblivious, Haruo watches in awe as Koharu and Akira duke it out on Virtua Fighter 2. At the game center, Koharu can't help, but taunt him.",50.0,8.0,0.010014335,0.004106545,0.91150594,0.003868501,0.033444155,0.002379349,0.034681223,"['Animation', 'Comedy', 'Romance']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8435,The Minions of Midas,"Crime, Drama, Thriller",7.1,"Victor, a millionaire editor, is blackmailed just as Monica, a reporter, is about to publish a story about the Syrian war that involves him.",175.0,8.0,0.5420606,0.18565243,0.18102404,0.001816399,0.054608982,0.031772103,0.003065398,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8436,The Minions of Midas,"Crime, Drama, Thriller",6.9,"The plot thickens when the extortionists carry out their threats, but they also help Victor when he least expects it.",147.0,7.0,0.09329451,0.18353833,0.00897251,0.033551954,0.6575344,0.019193362,0.003914871,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8437,The Minions of Midas,"Crime, Drama, Thriller",6.9,"More and more people die in strange circumstances, the guilt that Victor feels is unbearable and his world is crumbling. In Madrid the protests begin.",136.0,7.0,0.015606324,0.019213632,0.013366974,0.001034328,0.01643253,0.93148386,0.002862347,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8438,The Minions of Midas,"Crime, Drama, Thriller",6.8,"After Mónica distances herself, Victor takes a gamble with Conte to foil Midas, and tries to redistribute his fortune. The protests continue.",120.0,7.0,0.9490679,0.01497065,0.007774007,0.00086025,0.022160377,0.003863088,0.001303714,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8439,The Minions of Midas,"Crime, Drama, Thriller",6.9,"When Victor confesses everything to Monica, she begins to have doubts. Chief Inspector Conte becomes obsessed with the case.",132.0,7.0,0.08164986,0.24863529,0.36904216,0.002744618,0.24502285,0.041572347,0.011332904,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
